partition,strategy,spread_label,spread,exit_threshold,min_entry,max_entry,e_star,n_trades,proj_60d,total_pnl,sharpe,win_rate,exit_rate,max_dd,mean_pnl_per_trade
IS,hybrid_maker,pessimistic,0.18,0.25,0.15,0.55,0.02,209,250.79999999999998,171.475,27.67344053323035,0.7655502392344498,0.7464114832535885,-0.3500000000000001,0.8204545454545455
IS,hybrid_maker,pessimistic,0.18,0.25,0.15,0.55,0.037,200,240.0,168.85,25.937654399684725,0.775,0.755,-0.3500000000000001,0.8442500000000002
IS,hybrid_maker,pessimistic,0.18,0.25,0.15,0.55,0.05,193,231.6,161.92499999999998,25.595967042425723,0.772020725388601,0.7512953367875648,-0.3500000000000001,0.8389896373056995
IS,hybrid_maker,pessimistic,0.18,0.25,0.15,0.65,0.02,212,254.4,175.225,28.0078257956756,0.7688679245283019,0.75,-0.34999999999999964,0.8265330188679246
IS,hybrid_maker,pessimistic,0.18,0.25,0.15,0.65,0.037,205,245.99999999999997,171.375,25.217920068219865,0.775609756097561,0.7560975609756098,-0.5499999999999972,0.8359756097560975
IS,hybrid_maker,pessimistic,0.18,0.25,0.15,0.65,0.05,199,238.8,165.70000000000002,24.836680765829907,0.7738693467336684,0.7537688442211056,-0.5499999999999972,0.8326633165829145
IS,hybrid_maker,pessimistic,0.18,0.25,0.25,0.55,0.02,133,159.60000000000002,127.32500000000002,25.614794097863022,0.8571428571428571,0.8270676691729323,-1.3499999999999943,0.957330827067669
IS,hybrid_maker,pessimistic,0.18,0.25,0.25,0.55,0.037,123,147.6,121.875,22.562729554457718,0.8699186991869918,0.8373983739837398,-1.3499999999999943,0.9908536585365854
IS,hybrid_maker,pessimistic,0.18,0.25,0.25,0.55,0.05,119,142.79999999999998,116.875,22.86495756328183,0.865546218487395,0.8319327731092437,-1.3499999999999943,0.9821428571428571
IS,hybrid_maker,pessimistic,0.18,0.25,0.25,0.65,0.02,139,166.79999999999998,134.82500000000002,27.328441567147927,0.8633093525179856,0.8345323741007195,-1.3499999999999943,0.9699640287769783
IS,hybrid_maker,pessimistic,0.18,0.25,0.25,0.65,0.037,130,156.0,126.9,22.768960661450485,0.8692307692307693,0.8384615384615385,-1.3499999999999943,0.9761538461538461
IS,hybrid_maker,pessimistic,0.18,0.25,0.25,0.65,0.05,125,150.0,120.65,22.85695256025269,0.864,0.832,-1.3499999999999943,0.9652
IS,hybrid_maker,pessimistic,0.18,0.25,0.35,0.55,0.02,81,97.2,81.4,18.134204507869065,0.8888888888888888,0.8518518518518519,-1.3249999999999993,1.0049382716049384
IS,hybrid_maker,pessimistic,0.18,0.25,0.35,0.55,0.037,75,90.0,76.57499999999999,15.58443645841791,0.8933333333333333,0.8533333333333334,-1.3249999999999993,1.0210000000000001
IS,hybrid_maker,pessimistic,0.18,0.25,0.35,0.55,0.05,71,85.19999999999999,71.57499999999999,14.81330333573671,0.8873239436619719,0.8450704225352113,-1.3249999999999993,1.0080985915492957
IS,hybrid_maker,pessimistic,0.18,0.25,0.35,0.65,0.02,92,110.4,95.14999999999999,21.98335332928891,0.9021739130434783,0.8695652173913043,-1.3249999999999993,1.0342391304347827
IS,hybrid_maker,pessimistic,0.18,0.25,0.35,0.65,0.037,85,102.0,85.35,17.106400913774465,0.8941176470588236,0.8588235294117647,-1.3249999999999993,1.0041176470588236
IS,hybrid_maker,pessimistic,0.18,0.25,0.35,0.65,0.05,80,96.0,79.1,16.212482194632877,0.8875,0.85,-1.3249999999999993,0.9887499999999999
