partition,strategy,spread_label,spread,exit_threshold,min_entry,max_entry,e_star,n_trades,proj_60d,total_pnl,sharpe,win_rate,exit_rate,max_dd,mean_pnl_per_trade
IS,hybrid_maker,optimistic,0.04,0.22,0.35,0.65,0.037,66,79.2,25.10000000000001,4.249297231521151,0.7424242424242424,0.6666666666666666,-5.824999999999999,0.3803030303030303
IS,hybrid_maker,optimistic,0.04,0.22,0.35,0.65,0.05,64,76.8,20.70000000000001,3.61188964621832,0.734375,0.671875,-5.824999999999999,0.32343750000000004
IS,hybrid_maker,optimistic,0.04,0.25,0.15,0.55,0.02,166,199.2,33.474999999999994,4.314578657029553,0.5060240963855421,0.4457831325301205,-9.774999999999999,0.20165662650602412
IS,hybrid_maker,optimistic,0.04,0.25,0.15,0.55,0.037,158,189.60000000000002,38.775000000000006,4.939117140740298,0.5253164556962026,0.46835443037974683,-8.050000000000004,0.2454113924050633
IS,hybrid_maker,optimistic,0.04,0.25,0.15,0.55,0.05,153,183.6,34.125,4.645296129872313,0.5228758169934641,0.47058823529411764,-8.049999999999997,0.22303921568627452
IS,hybrid_maker,optimistic,0.04,0.25,0.15,0.65,0.02,167,200.39999999999998,26.375,3.3743957124591226,0.49700598802395207,0.437125748502994,-9.774999999999999,0.15793413173652696
IS,hybrid_maker,optimistic,0.04,0.25,0.15,0.65,0.037,160,192.0,28.85,3.5847341860984625,0.5125,0.45625,-8.049999999999997,0.18031250000000001
IS,hybrid_maker,optimistic,0.04,0.25,0.15,0.65,0.05,155,186.0,24.199999999999996,3.212964774995037,0.5096774193548387,0.45806451612903226,-8.049999999999997,0.15612903225806454
IS,hybrid_maker,optimistic,0.04,0.25,0.25,0.55,0.02,105,126.0,40.2,4.888586129774089,0.638095238095238,0.5428571428571428,-6.549999999999999,0.38285714285714284
IS,hybrid_maker,optimistic,0.04,0.25,0.25,0.55,0.037,94,112.8,49.85,6.513999769414771,0.6914893617021277,0.5957446808510638,-6.549999999999999,0.5303191489361703
